x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Jagdish Pradhan,"58,388",35.3%,Bharatiya Janta Party
2,2,Hasan Ahmed,"52,357",31.7%,Indian National Congress
3,3,Mohd Yunus,"49,791",30.1%,Aam Aadmi Party
4,4,Neeru Chaudhary,"2,893",1.8%,Bahujan Samaj Party
5,5,Ali Abbas,418,0.3%,Hind Congress Party
6,6,Sher Kha Malik,399,0.2%,Independent
7,7,Jai Singh Chaudhary,169,0.1%,Independent
8,8,Sarfuddin,138,0.1%,Gareeb Aadmi Party
9,9,Kali Charan,129,0.1%,Independent
